term,pos,comment,is_case_sensitive,en,comment_en
ཆུ་ ཀླུང་ གང་ག་ -འི་ བྱེ་མ་ སྙེད་ འདས་པ་ ན་ འཇིག་རྟེན་ གྱི་ ཁམས་ ཡོན་ཏན་ ཀུན་ དང་ ལྡན་པ,,place-—,yes,World Endowed with All Qualities,A buddha realm.
ཆུ་ ཀླུང་ དང་ མཚོ་ ཐམས་ཅད་ ཀྱི་ དཔལ,,person-Sarva­nadī­saricchrī,yes,Sarva­nadī­saricchrī,
ཆུ་ ཀླུང་ ཟབ་མོ་ -འི་ ཆུ,,place-—,yes,Deep Stream,A river on Saṅkāśa.
ཆུ་ ཀླུང་ འོད་འབྱིན,,place-—,yes,Radiant Streams,A mountain in Moving in Vast Environments.
ཆུ་ ཀླུང་ འོད་སྲུང,,person-Nadīkāśyapa,yes,Nadīkāśyapa,"The brother of Gayākāśyapa and Uru­vilvā­kāśyapa. A practitioner of fire offering at Uruvilvā (Bodhgaya), he and his three hundred pupils were converted to becoming bhikṣus of the Buddha. He and his brothers and their pupils were the third group to become followers of the Buddha after his enlightenment."
ཆུ་ ཀླུང་ འོད་སྲུང,,person-Nadīkāśyapa,yes,Nadīkāśyapa,
ཆུ་ ཀླུང་ འོད་སྲུང,,person-Nadī-Kāśyapa,yes,Nadī-Kāśyapa,A disciple of the Buddha.
ཆུ་ ཀླུང་ འོད་སྲུང,,person-Nadī-Kāśyapa,yes,Nadī-Kāśyapa,A monk (bhikṣu) and disciple of the Buddha.
ཆུ་ ཀླུང་ འོད་སྲུང,,person-Nadī Kāśyapa,yes,Nadī Kāśyapa,Went forth under the Buddha in Vārāṇasī shortly after the Buddha’s enlightenment; brother of Uruvilvā Kāśyapa.
ཆུ་ ཀླུང་ འོད་སྲུང,,person-Nadīkāśyapa,yes,Nadīkāśyapa,
ཆུ་ ཀླུང་ འོད་སྲུང,,person-Nadīkāśyapa,yes,Nadīkāśyapa,Close Śravaka disciple of the Buddha.
ཆུ་ ཀླུང་ འོད་སྲུང,,person-Nadīkāśyapa,yes,Nadīkāśyapa,
ཆུ་ ཀླུང་ འོད་སྲུང་ གི་ བུ,,person-Nadīkāśyapa,yes,Nadīkāśyapa,One of the śrāvakas attending the delivery of the MMK.
ཆུ་ ཀླུང་ སྐལ་ལྡན་ ཤིང་རྟ,,place-Bhāgīrathī,yes,Bhāgīrathī,"Another name for the river Gaṇgā, mentioned by the teacher Sañjayin in encouraging Śāriputra and Maudgalyāyana to seek out the Buddha who was born on its banks."
ཆུ་ གནས་པ,,place-—,yes,Abode of Water,A pool in Dwelling on the Disk.
ཆུ་ གཡོ་བ,,place-—,yes,Billowing Waters,A river on Great Slope.
ཆུ་ གྲང་བ,,place-Śītodaka,yes,Śītodaka,"This name for a hell, “cold water,” only appears in the Kāraṇḍavyūha."
ཆུ་ཆེན་པོ,,place-—,yes,Great Waters,A river in Ornament of the Mind.
ཆུ་ ཐམས་ཅད་ ཀྱི་ རྒྱ་མཚོ་ -འི་ དཔལ,,person-Sarva­toya­samudra­śrī,yes,Sarva­toya­samudra­śrī,
ཆུ་ དཀའ་ -ར,,place-—,yes,White Water,A peak on Sumeru.
ཆུ་ དང་བ,,place-—,yes,Clear Water,A pond in Dwelling on Forest Riverbanks in the Heaven of the Thirty-Three.
ཆུ་ དབང,,person-Jalendra,yes,Jalendra,This seems to be another name for Jambhala.
ཆུ་དམར་པ,,place-—,yes,Red Water,An ocean between Godānīya and Videha.
ཆུ་ དྲོན་ ཅན་ གྱི་ སྒོ,,place-Tapodadvāra,yes,Gate of Warm Water,
ཆུ་ ན་ གནས་པ,,term-—,yes,Water dwellers,A class of asuras.
ཆུ་ ན་ སྤྱོད་པ,,person-Jalacara,yes,Jalacara,Name of a yakṣa.
ཆུ་ ནག་པོ,,place-—,yes,Black Waters,(1) An ocean far off the coast of Jambudvīpa. (2) A river on Forest Garlands.
ཆུ་ ནང་ སྤྱོད,,person-Jalānantaścara,yes,Jalānantaścara,A vidyārāja from the personal retinue of Vajrapāṇi.
ཆུ་བ་ གཙང་མ,,place-Nālayu,yes,Nālayu,A place in the south of India.
ཆུ་ བརྟན་པ,,place-—,yes,Stable Water,A lake on Equal Peaks.
ཆུ་བལ་ དང་ རྣམ་པ་ -ར་ བྲལ་བ,,place-—,yes,Free from Weeds,A pond on Equal Peaks.
ཆུ་ བསིལ་ གནས,,place-—,yes,Cool Water Home,A realm of the ever-infatuated gods.
ཆུ་ བསིལ་བ་ དང་ ལྡན་པ,,place-—,yes,Endowed with Cool Water,A lotus lake on Endowed with Lotuses.
ཆུ་ བསིལ་བ,,place-—,yes,Cool Water,A pond at the forest Joyous in Sudharma.
ཆུ་ བསིལ,,place-—,yes,Cool Waters,A pool in Special Joy.
ཆུ་བུར་ ཅན,,place-Arbuda,yes,Blisters,One of the eight cold hells.
ཆུ་བུར་ ཅན,,term-arbuda,yes,Arbuda,A word for a high number (ten million). Also translated as “Blistering Hell” when it designates one of the eight cold hells. See also note https://read.84000.co/translation/UT22084-072-007.html#UT22084-072-007-230.
ཆུ་བུར་ ཅན,,place-Arbuda,yes,Blistering Hell,Name of one of the eight cold hells. Its inhabitants are tormented by a cold wind that causes their bodies to be covered in sores. The Skt. arbuda in other contexts may refer to a number; see note https://read.84000.co/translation/UT22084-072-007.html#UT22084-072-007-230.
ཆུ་བུར་ ཅན,,place-Arbuda,yes,Blistering Hell,First (and lightest) of the eight cold hells of Buddhist cosmology. Its inhabitants are wracked with a cold wind that causes their bodies to be covered in sores.
ཆུ་བུར་ ཅན,,place-arbudha,yes,Blisters,One of the cold hells.
ཆུ་བུར་ རྡོལ་བ,,place-Nirarbuda,yes,Burst Blisters,One of the eight cold hells.
ཆུ་བུར་ རྡོལ་བ,,place-nirarbudha,yes,Bursting Blisters,One of the cold hells.
ཆུ་བུར་ རྡོལ,,place-Nirarbuda,yes,Bursting Blister Hell,Name of one of the eight cold hells. Its inhabitants are tormented by a cold wind that causes their bodies to be covered in sores that burst open. The Skt. nirarbuda in other contexts may refer to a number; see also note https://read.84000.co/translation/UT22084-072-007.html#UT22084-072-007-230.
ཆུ་བུར་ རྡོལ,,term-nirarbuda,yes,Nirarbuda,A word for a high number (one hundred million). A variant of the Skt. nyarbuda. Also translated as “Bursting Blister Hell” when it designates one of the eight cold hells. See also note https://read.84000.co/translation/UT22084-072-007.html#UT22084-072-007-230.
ཆུ་བུར་ རྡོལ,,place-Nirarbuda,yes,Bursting Blister Hell,Second of the eight cold hells of Buddhist cosmology. Its inhabitants are wracked with a cold wind that causes their bodies to be covered in sores that burst open.
ཆུ་བོ་ གང་གཱ,,place-Gaṅgā,yes,Ganges,A river.
ཆུ་བོ་ གར་ དགའ་ -ར་ འབབ,,place-—,yes,River of Free Flow,A river in Dwelling in the Lofty.
ཆུ་བོ་ གསེར་ དང་ ལྡན,,place-Hiraṇyavatī,yes,Hiraṇyavatī,The river near Kuśinagara on the banks of which the Buddha passed into final nirvāṇa.
ཆུ་བོ་ ཆེན་པོ,,place-Mahī,yes,Mahī,The river Gandakī (a tributary of the Gaṅgā).
ཆུ་བོ་ དགའ་ བཅས་ ཆེ,,place-—,yes,River of Great Enjoyments,A river in Dwelling in the Lofty.
ཆུ་བོ་ དགའ་ བཅས,,place-—,yes,River of Enjoyments,A river in Dwelling in the Lofty.
ཆུ་བོ་ དམར་པོ་ འབབ་པ,,place-Lohita­nadī­pravāha,yes,Flow of Red Rivers,One of the sixteen realms that surround the Hell of Heat.
ཆུ་བོ་ བརྩེགས་ འབབ,,place-—,yes,River of Layered Flows,A river in Dwelling in the Lofty.
ཆུ་བོ་ བེའི་ ཏ་ ར་ ནི་ ཆེན་པོ,,place-Vaitarāṇi,yes,Vaitarāṇi River,"A river said to separate the living from the dead, like the River Styx. It causes great suffering to anyone who attempts to cross it."
ཆུ་བོ་ མ,,person-Bhāgīrathī,yes,Bhāgīrathī,One of the vidyārājñīs dwelling with Śākyamuni in the realm of the Pure Abode.
ཆུ་བོ་ འབབ་པ་ -འི་ ཚལ,,place-—,yes,Forest of Flowing Rivers,A part of the forest known as Incomparable.
ཆུ་བོ་ རབ་མེད་ རབ་ཏུ་ ཚ་བ,,place-Vaitaraṇī­pradāha­pravāha,yes,Burning Torrent of the Vaitaraṇī,A realm that neighbors the Hell of Intense Heat.
ཆུ་བོ་ རབ་མེད,,place-Kṣāranadī,yes,Kṣāranadī,"“Caustic River,” one of the hells."
ཆུ་བོ་ རོ་ ཞིམ,,place-—,yes,River of Sweet Taste,A river in Dwelling in the Lofty.
ཆུ་བོ་ ཤུགས་ ཆེན་ འབབ,,place-—,yes,River of Strong Current,A river in Dwelling in the Lofty.
ཆུ་བོ་ ཤུགས་ ཕྲེང,,place-—,yes,River of Strong Garlands,A river in Dwelling in the Lofty.
ཆུ་བོ་ སྟོང་ འབབ,,place-—,yes,River of a Thousand Flows,A river in Dwelling in the Lofty.
ཆུ་བོ་ སྣར་མ,,place-Brahmaputra,yes,Brahmaputra,A river in India.
ཆུ་བོ་ སྨན་ ལྗོང,,place-—,yes,Rivers and Flatlands,A peak upon Mount Sumeru.
ཆུ་བོ་ -འི་ རླབས་ འཇིགས་པ,,place-Pratibhaya­taraṅgā,yes,Fearsome Waves,A river in the Hell of Intense Heat.
ཆུ་བོ་ -འི་ ལྷ,,person-Varuṇadeva,yes,Varuṇadeva,A buddha in the past.
ཆུ་ མངའ་ -ས,,place-Toyikā,yes,Toyikā,The place where the Buddha showed the skeleton of the Buddha Kāśyapa to monks.
ཆུ་ མཉམ་པ་ -ར་ གྱུར་པ,,place-—,yes,Even Waters,An ocean between Godānīya and Videha.
ཆུ་ཚོད,,term-nāḍikā,yes,Nāḍikā,Period of 24 minutes.
ཆུ་ཟླ,,term-udaka­candra,yes,Moon reflected in water,
ཆུ་ ཡི་ ལྷ,,person-Varuṇa,yes,Varuṇa,"In the Vedas, Varuṇa is an important deity and in particular the deity of the sky, but in later Indian tradition only of the water and the underworld. The Tibetan does not attempt to translate his name but instead says “god of water.” The Sanskrit name has ancient pre-Sanskrit origins, and as he was originally the god of the sky is related to the root vṛ, meaning “enveloping” or “covering.” He has the same ancient origins as the ancient Greek sky deity Uranus and the Zoroastrian supreme deity Mazda."
ཆུ་རབ་ ཏུ་ དགའ་བ,,place-—,yes,Delightful Waters,A lotus pond in Pair of Śāla Trees.
ཆུ་རབ་ ཏུ་ དང་བ,,place-—,yes,Bright Waters,An ocean far off the coast of Jambudvīpa.
ཆུ་རླབས,,person-Jalataraṅga,yes,Jalataraṅga,A future buddha.
ཆུ་ ལ་ སྤྱོད་པ་ -འི་ ས་གཞི,,place-—,yes,Place Where the Water is Enjoyed,A pond on Equal Peaks.
ཆུ་ལྡན,,place-—,yes,Endowed with Rivers,A land in the south of Jambudvīpa.
ཆུ་ལྷ་ མ,,person-Vāruṇī,yes,Vāruṇī,One of the great mātṛs.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,A great bodhisattva.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,"A bodhisattva. Alternatively, the god of waters, an ancient deity of the Vedic pantheon."
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,The principal nāga king; also the god of the sea in the Vedas. In this sūtra Sāgara is an alternative name and not another nāga.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,A bodhisattva in the Buddha’s retinue.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,Name of a bodhisattva.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,A god.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,One of the guardian deities.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,"Vedic deity of the sky, water, and ocean."
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,"The name of one of the oldest of the Vedic gods, associated with the waters."
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,One of the oldest deities of the Vedic pantheon and one of the first to be considered a supreme deity or “king of the gods.” Varuṇa eventually came to occupy a lesser status in the Vedic pantheon as a god of the waters.
ཆུ་ལྷ,,person-Aruṇa,yes,Aruṇa,One of the kinnara kings.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,The god of waters.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,A nāga king; a member of the Buddha's retinue.
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,"One of the eight guardians of the directions, Varuṇa guards the northeast quarter."
ཆུ་ལྷ,,person-Varuṇadeva,yes,Varuṇadeva,
ཆུ་ལྷ,,person-Varuṇa,yes,Varuṇa,
ཆུ་ལྷ,,person-varuṇa,yes,Varuṇa,A god.
ཆུ་ལྷ,,person-varuṇa,yes,Varuṇa,A bodhisattva; a former incarnation of the Buddha.
ཆུ་ལྷ་ -འི་ བློ་གྲོས,,person-Varuṇamati,yes,Varuṇamati,A bodhisattva in the Buddha’s retinue.
ཆུ་ལྷ་ -འི་ ལྷ,,person-Varuṇadeva,yes,Varuṇadeva,A bodhisattva.
ཆུ་ལྷ་ -འི་ ལྷ,,person-Varuṇadeva,yes,Varuṇadeva,
ཆུ་ལྷ་ -ས་ བྱིན,,person-Varuṇa­datta,yes,Varuṇa­datta,Name of a bodhisattva.
ཆུ་ཤིང་ བསྲེགས་པ་ -འི་ ཚལ,,place-Kadalī­dhūma­vana,yes,Smoky Forest of Burning Plantains,One of sixteen realms that surround the Howling Hell.
ཆུ་སྐྱེས,,person-—,yes,Water Born,A prince who was the Buddha in a former life. See also note https://read.84000.co/translation/UT22084-001-006.html#UT22084-001-006-4914.
ཆུ་ སྒྲ་ ཀུན་ ནས་ སྒྲོགས་པ,,place-—,yes,Sounds of Water,A forest on Encircled by White Clouds.
ཆུ་ སྒྲ,,place-Jambhāvitāra,yes,Sound of Water,One of sixteen realms that surround the Hell of Ultimate Torment.
ཆུ་སྔོན་པོ,,place-—,yes,Blue Waters,An ocean far off the coast of Jambudvīpa.
ཆུ་སྟོད,,person-Pūrvāṣāḍhā,yes,Pūrvāṣāḍhā,The name of a lunar asterism. Its chief star is known as Delta Sagittarii in the occidental tradition.
ཆུ་སྟོད,,person-Āṣāḍha,yes,Āṣāḍha,The name of a certain householder.
ཆུ་སྟོད,,person-(not in the Skt. source of the MMK),yes,Pūrvāṣāḍhā,The name of a nakṣatra. One of the two Āṣāḍhās.
ཆུ་སྦྱིན་ སྔོ་བ,,person-Nīlāmbuda,yes,Nīlāmbuda,One of the kings of the nāgas.
ཆུ་སྨད,,person-(not in the Skt. source of the MMK),yes,Uttārāṣāḍhā,The name of a nakṣatra. One of the two Āṣāḍhās.
